SEQ,酒店,国家,省份,城市,商圈,星级,业务部门,房间数,图片数,评分,评论数,城市平均实住间夜,酒店总订单,酒店总间夜,酒店实住订单,酒店实住间夜,酒店直销订单,酒店直销间夜,酒店直销实住订单,酒店直销实住间夜,酒店直销拒单,酒店直销拒单率,城市直销订单,城市直销拒单率,拒单率是否小于等于直销城市均值
aba_5285,阿坝荣大哥乡村客栈,中国,四川,阿坝,NULL,二星及其他,低星,NULL,NULL,1,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5286,理县甘堡藏寨南卡藏家乐,中国,四川,阿坝,NULL,二星及其他,客栈,20,NULL,3.5,2,34.06,9,12,1,1,9,12,1,1,4,44.44%,34147,7.90%,0
aba_5287,阿坝云丹久美藏家乐住宿,中国,四川,阿坝,NULL,二星及其他,低星,25,NULL,NULL,NULL,34.06,16,22,6,9,16,22,6,9,1,6.25%,34147,7.90%,1
aba_5288,阿坝黑水县藏家客栈,中国,四川,阿坝,NULL,二星及其他,客栈,20,NULL,4.866670132,8,34.06,37,55,19,30,36,54,19,30,1,2.78%,34147,7.90%,1
aba_5289,阿坝黑水好客宾馆,中国,四川,阿坝,达古冰川,二星及其他,低星,60,NULL,4,1,34.06,17,26,4,5,12,15,4,5,1,8.33%,34147,7.90%,0
aba_5291,古尔沟滨河客栈,中国,四川,阿坝,古尔沟,二星及其他,低星,15,NULL,4.329390049,23,34.06,39,55,30,40,39,55,30,40,1,2.56%,34147,7.90%,1
aba_5292,阿坝小金县夹金山庄,中国,四川,阿坝,NULL,二星及其他,低星,20,NULL,4.933460236,18,34.06,22,35,15,23,22,35,15,23,1,4.55%,34147,7.90%,1
aba_5293,九寨沟九寨庄园,中国,四川,阿坝,九寨沟县城,二星及其他,低星,40,NULL,4.441500187,32,34.06,47,67,27,35,45,63,27,35,2,4.44%,34147,7.90%,1
aba_5294,阿坝马尔康步步顺宾馆,中国,四川,阿坝,NULL,二星及其他,低星,13,NULL,2.571429968,5,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5296,阿坝九寨沟菜园拾家农庄,中国,四川,阿坝,九寨沟县城,二星及其他,客栈,37,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5297,阿坝九寨沟藏卡山庄,中国,四川,阿坝,九寨沟沟口,二星及其他,低星,29,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5298,黑水冰山客栈,中国,四川,阿坝,达古冰川,二星及其他,客栈,25,NULL,4.755149841,65,34.06,58,126,30,58,40,95,19,41,0,0.00%,34147,7.90%,1
aba_5299,阿坝哇斯都藏家缘住宿二号楼,中国,四川,阿坝,毕棚沟,二星及其他,低星,60,NULL,4.409729958,32,34.06,39,52,21,29,39,52,21,29,2,5.13%,34147,7.90%,1
aba_5300,理县嘉绒第一家客栈,中国,四川,阿坝,古尔沟,二星及其他,低星,19,NULL,4,1,34.06,2,2,NULL,NULL,2,2,NULL,NULL,2,100.00%,34147,7.90%,0
aba_5301,阿坝甘堡斯满藏家旅馆,中国,四川,阿坝,NULL,二星及其他,客栈,15,NULL,2,2,34.06,4,4,NULL,NULL,4,4,NULL,NULL,1,25.00%,34147,7.90%,0
aba_5302,阿坝理县嘉绒尔玛宾馆,中国,四川,阿坝,古尔沟,二星及其他,低星,15,NULL,5,2,34.06,27,44,15,24,22,38,14,23,5,22.73%,34147,7.90%,0
aba_5304,毕棚沟雪域风情酒店,中国,四川,阿坝,毕棚沟,二星及其他,低星,33,NULL,4.63007021,181,34.06,41,79,25,56,31,67,21,51,1,3.23%,34147,7.90%,1
aba_5305,阿坝古琅客栈,中国,四川,阿坝,NULL,二星及其他,低星,13,NULL,5,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5306,阿坝黑水圣地客栈,中国,四川,阿坝,NULL,二星及其他,低星,47,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5307,黑水金宝大酒店,中国,四川,阿坝,NULL,二星及其他,低星,51,NULL,4.655169964,21,34.06,79,148,37,64,78,147,37,64,6,7.69%,34147,7.90%,1
aba_5308,黑水林业局宾馆,中国,四川,阿坝,NULL,二星及其他,低星,31,NULL,5,1,34.06,13,21,1,1,7,11,1,1,5,71.43%,34147,7.90%,0
aba_5309,阿坝雪域臧家客栈,中国,四川,阿坝,NULL,二星及其他,客栈,48,NULL,4,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5310,松潘兴州宾馆,中国,四川,阿坝,松潘古城,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5311,阿坝汶川赛家商务酒店,中国,四川,阿坝,NULL,二星及其他,低星,42,NULL,3.919729948,27,34.06,76,137,48,99,62,111,40,82,0,0.00%,34147,7.90%,1
aba_5312,黑水县达古冰川山景宾馆,中国,四川,阿坝,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5313,九寨沟前程商务酒店,中国,四川,阿坝,九寨沟沟口,二星及其他,低星,68,NULL,4.289470196,5,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5314,阿坝香巴拉大酒店,中国,四川,阿坝,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5315,黑水冰川假日酒店,中国,四川,阿坝,NULL,二星及其他,低星,25,NULL,4,1,34.06,2,2,NULL,NULL,2,2,NULL,NULL,2,100.00%,34147,7.90%,0
aba_5317,阿坝九寨蒲公英驿站,中国,四川,阿坝,NULL,二星及其他,低星,15,NULL,4.400000095,7,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5319,红原弘武宾馆,中国,四川,阿坝,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5320,理县桃坪印象羌家客栈,中国,四川,阿坝,桃坪羌寨,二星及其他,客栈,30,NULL,5,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5321,若尔盖黄河缘大酒店,中国,四川,阿坝,九曲黄河景区,二星及其他,低星,25,NULL,1,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5322,金川成都丽都宾馆,中国,四川,阿坝,,二星及其他,低星,30,NULL,4.340310097,8,34.06,20,26,14,17,20,26,14,17,0,0.00%,34147,7.90%,1
aba_5323,阿坝汶川华明客栈,中国,四川,阿坝,NULL,二星及其他,低星,16,NULL,3.329339981,16,34.06,10,22,NULL,NULL,2,4,NULL,NULL,1,50.00%,34147,7.90%,0
aba_5324,松潘明悦宾馆,中国,四川,阿坝,松潘古城,二星及其他,低星,9,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5325,阿坝羌山红宾馆,中国,四川,阿坝,坪头羌寨,二星及其他,低星,30,NULL,5,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5326,茂县一言九鼎山庄,中国,四川,阿坝,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5328,阿坝黑水电力宾馆,中国,四川,阿坝,NULL,二星及其他,低星,18,NULL,4.5,2,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5329,松潘竹韵宾馆,中国,四川,阿坝,松潘古城,二星及其他,低星,15,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5330,阿坝黑水安逸客栈,中国,四川,阿坝,达古冰川,二星及其他,客栈,20,NULL,5,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5331,九寨沟鑫路缘商务宾馆,中国,四川,阿坝,九寨沟县城,二星及其他,低星,28,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5332,阿坝理县红云商务客栈,中国,四川,阿坝,毕棚沟,二星及其他,低星,10,NULL,3,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5333,阿坝汶川三楼住宿整租公寓,中国,四川,阿坝,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5334,理县幺哥之家客栈,中国,四川,阿坝,古尔沟,二星及其他,低星,9,NULL,5,2,34.06,10,17,5,8,3,6,3,6,0,0.00%,34147,7.90%,1
aba_5335,理县万顺居酒楼,中国,四川,阿坝,NULL,二星及其他,低星,25,NULL,NULL,NULL,34.06,1,1,NULL,NULL,1,1,NULL,NULL,0,0.00%,34147,7.90%,1
aba_5336,汶川萝卜寨阿驴之家客栈,中国,四川,阿坝,NULL,二星及其他,低星,20,NULL,4.865670204,15,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5337,理县阿古藏式22号别墅山庄,中国,四川,阿坝,毕棚沟,二星及其他,低星,10,NULL,3.529409885,6,34.06,18,30,10,17,18,30,10,17,8,44.44%,34147,7.90%,0
aba_5338,阿坝四姑娘山雪山情宾馆,中国,四川,阿坝,四姑娘山,二星及其他,低星,24,NULL,4.925000191,4,34.06,18,32,17,30,16,29,15,27,1,6.25%,34147,7.90%,1
aba_5339,阿坝四姑娘山人参果坪山庄,中国,四川,阿坝,四姑娘山,二星及其他,低星,10,NULL,NULL,NULL,34.06,15,24,10,14,13,18,10,14,2,15.38%,34147,7.90%,0
aba_5340,理县甘堡藏寨甘醅藏家乐,中国,四川,阿坝,NULL,二星及其他,客栈,30,NULL,4.5,2,34.06,3,4,NULL,NULL,3,4,NULL,NULL,3,100.00%,34147,7.90%,0
aba_5342,阿坝黑水我家好客驿站,中国,四川,阿坝,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,1,1,NULL,NULL,1,1,NULL,NULL,0,0.00%,34147,7.90%,1
aba_5343,理县老兵客栈,中国,四川,阿坝,毕棚沟,二星及其他,低星,10,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5344,阿坝黑水藏驿逸居客栈,中国,四川,阿坝,达古冰川,二星及其他,客栈,7,NULL,4.340660095,10,34.06,114,176,50,78,106,161,47,74,1,0.94%,34147,7.90%,1
aba_5345,黑水县索郎客栈,中国,四川,阿坝,NULL,二星及其他,客栈,26,NULL,5,1,34.06,5,25,2,8,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5346,理县老地方臧家乐,中国,四川,阿坝,NULL,二星及其他,客栈,8,NULL,5,1,34.06,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5347,理县顶新家逸住宿,中国,四川,阿坝,桃坪羌寨,二星及其他,低星,7,NULL,NULL,NULL,34.06,2,2,1,1,2,2,1,1,1,50.00%,34147,7.90%,0
aba_5349,阿坝理县罗尔日藏家乐,中国,四川,阿坝,古尔沟,二星及其他,低星,11,NULL,3.085109949,5,34.06,4,4,NULL,NULL,4,4,NULL,NULL,3,75.00%,34147,7.90%,0
aba_5350,阿坝乐天酒店,中国,四川,阿坝,NULL,二星及其他,低星,20,NULL,4,1,34.06,33,52,6,10,33,52,6,10,2,6.06%,34147,7.90%,1
aba_5351,阿坝理县么么哒客家,中国,四川,阿坝,毕棚沟,二星及其他,客栈,8,NULL,2.913039923,6,34.06,26,38,10,15,26,38,10,15,8,30.77%,34147,7.90%,0
aba_5352,理县雪莲印象商务客栈,中国,四川,阿坝,毕棚沟,二星及其他,低星,6,NULL,NULL,NULL,34.06,3,4,NULL,NULL,3,4,NULL,NULL,3,100.00%,34147,7.90%,0
aba_5353,理县卡鲁鼓之家客栈,中国,四川,阿坝,古尔沟,二星及其他,客栈,9,NULL,4.657139778,4,34.06,21,32,4,5,19,29,4,5,3,15.79%,34147,7.90%,0
aba_5354,阿坝拉姆田园休闲庄住宿,中国,四川,阿坝,NULL,二星及其他,低星,36,NULL,NULL,NULL,34.06,6,11,NULL,NULL,6,11,NULL,NULL,4,66.67%,34147,7.90%,0
aba_5355,汶川三江乡情风味农庄,中国,四川,阿坝,NULL,二星及其他,客栈,20,NULL,5,3,34.06,9,19,1,1,1,1,NULL,NULL,0,0.00%,34147,7.90%,1
aba_5356,阿坝毕棚沟福来客栈,中国,四川,阿坝,毕棚沟,二星及其他,客栈,20,NULL,2.2973001,3,34.06,20,35,1,1,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5357,阿坝嘉绒藏寨旅店,中国,四川,阿坝,古尔沟,二星及其他,低星,20,NULL,5,1,34.06,7,16,1,3,7,16,1,3,5,71.43%,34147,7.90%,0
aba_5358,若尔盖唐克黑帐篷藏家乐,中国,四川,阿坝,NULL,二星及其他,低星,12,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5359,阿坝丰园路61号客栈,中国,四川,阿坝,九寨沟县城,二星及其他,低星,15,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5360,理县毕棚沟水晶山庄,中国,四川,阿坝,毕棚沟,二星及其他,客栈,23,NULL,4.512949944,193,34.06,182,272,135,200,171,254,134,199,3,1.75%,34147,7.90%,1
aba_5361,理县桃坪羌寨客栈,中国,四川,阿坝,桃坪羌寨,二星及其他,客栈,30,NULL,5,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5362,理县山水缘驿栈,中国,四川,阿坝,毕棚沟,二星及其他,客栈,20,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5363,红原绛熙宾馆,中国,四川,阿坝,NULL,二星及其他,低星,15,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5364,理县印象酒店,中国,四川,阿坝,毕棚沟,二星及其他,低星,51,NULL,4.044839859,53,34.06,39,70,25,50,38,69,25,50,4,10.53%,34147,7.90%,0
aba_5365,理县奇景驿栈,中国,四川,阿坝,毕棚沟,二星及其他,客栈,21,NULL,4.234759808,8,34.06,40,62,22,35,37,59,20,33,10,27.03%,34147,7.90%,0
aba_5366,九寨沟泽叔家客栈,中国,四川,阿坝,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5367,理县桃坪羌寨魁星酒店,中国,四川,阿坝,桃坪羌寨,二星及其他,低星,8,NULL,3.426970005,7,34.06,29,35,21,26,29,35,21,26,2,6.90%,34147,7.90%,1
aba_5368,理县桃坪羌寨萨其客栈,中国,四川,阿坝,桃坪羌寨,二星及其他,客栈,30,NULL,3.967740059,4,34.06,19,22,13,16,18,20,12,14,2,11.11%,34147,7.90%,0
aba_5369,理县桃坪羌寨杨记客栈,中国,四川,阿坝,桃坪羌寨,二星及其他,低星,20,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5370,黑水县格桑花公寓酒店,中国,四川,阿坝,NULL,二星及其他,低星,20,NULL,5,1,34.06,3,3,1,1,3,3,1,1,1,33.33%,34147,7.90%,0
aba_5371,黑水风情宾馆,中国,四川,阿坝,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,1,1,NULL,NULL,1,1,NULL,NULL,1,100.00%,34147,7.90%,0
aba_5372,理县林芳宾馆,中国,四川,阿坝,毕棚沟,二星及其他,低星,33,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5373,茂县坪头羌寨鸿福商务客栈,中国,四川,阿坝,坪头羌寨,二星及其他,客栈,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5374,茂县云山小憩田园客栈,中国,四川,阿坝,坪头羌寨,二星及其他,低星,12,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5375,阿坝映秀东村民族主题客栈,中国,四川,阿坝,NULL,二星及其他,客栈,74,NULL,1.993540049,46,34.06,46,72,14,25,41,64,14,25,9,21.95%,34147,7.90%,0
aba_5376,阿坝哈达驿站青年旅舍,中国,四川,阿坝,NULL,二星及其他,客栈,20,NULL,4.61111021,7,34.06,10,24,2,5,10,24,2,5,4,40.00%,34147,7.90%,0
aba_5378,九寨沟东藏客栈,中国,四川,阿坝,漳扎镇,二星及其他,低星,20,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5380,茂县牟欣苑农家乐,中国,四川,阿坝,NULL,二星及其他,低星,10,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5381,理县毕棚沟凯凯饭店,中国,四川,阿坝,毕棚沟,二星及其他,低星,30,NULL,1,1,34.06,2,2,NULL,NULL,2,2,NULL,NULL,1,50.00%,34147,7.90%,0
aba_5383,阿坝贡布藏家乐,中国,四川,阿坝,,二星及其他,低星,12,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5384,九寨沟沟内荷叶寨藏家客栈,中国,四川,阿坝,NULL,二星及其他,客栈,12,NULL,4.390369892,53,34.06,27,29,18,20,25,27,16,18,0,0.00%,34147,7.90%,1
aba_5385,理县桃坪羌寨小琼羌家住宿老寨店,中国,四川,阿坝,桃坪羌寨,二星及其他,客栈,20,NULL,5,1,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5386,阿坝富饶阿坝大酒店,中国,四川,阿坝,NULL,二星及其他,低星,20,NULL,4.777780056,46,34.06,28,56,24,46,28,56,24,46,1,3.57%,34147,7.90%,1
aba_5387,阿坝绒巴藏家民宿,中国,四川,阿坝,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5388,理县小琼羌家住宿新寨店,中国,四川,阿坝,桃坪羌寨,二星及其他,客栈,10,NULL,3.5,3,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5389,黑水县和谐宾馆,中国,四川,阿坝,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5390,阿坝孟屯河谷旅游接待中心祥和苑住宿,中国,四川,阿坝,NULL,二星及其他,低星,30,NULL,4,2,34.06,2,2,1,1,2,2,1,1,1,50.00%,34147,7.90%,0
aba_5391,阿坝理县鑫隆酒店,中国,四川,阿坝,桃坪羌寨,二星及其他,低星,9,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5392,理县茸麦山庄,中国,四川,阿坝,古尔沟,二星及其他,低星,20,NULL,NULL,NULL,34.06,2,3,NULL,NULL,2,3,NULL,NULL,1,50.00%,34147,7.90%,0
aba_5393,理县羌家驿站酒店,中国,四川,阿坝,桃坪羌寨,二星及其他,客栈,10,NULL,5,3,34.06,5,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5394,阿坝瀚森驿栈,中国,四川,阿坝,桃坪羌寨,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,1,1,NULL,NULL,1,1,NULL,NULL,0,0.00%,34147,7.90%,1
aba_5395,理县玛祖酒店,中国,四川,阿坝,桃坪羌寨,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,5,7,NULL,NULL,5,7,NULL,NULL,3,60.00%,34147,7.90%,0
aba_5396,理县羌寨玛祖酒家,中国,四川,阿坝,桃坪羌寨,二星及其他,低星,10,NULL,5,1,34.06,1,2,NULL,NULL,1,2,NULL,NULL,1,100.00%,34147,7.90%,0
aba_5397,理县温馨客栈,中国,四川,阿坝,毕棚沟,二星及其他,低星,10,NULL,NULL,NULL,34.06,1,1,NULL,NULL,1,1,NULL,NULL,1,100.00%,34147,7.90%,0
aba_5398,理县龙腾羌家住宿,中国,四川,阿坝,桃坪羌寨,二星及其他,低星,12,NULL,3,1,34.06,3,7,2,5,3,7,2,5,2,66.67%,34147,7.90%,0
aba_5399,理县桃李羌家住宿,中国,四川,阿坝,桃坪羌寨,二星及其他,低星,10,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5400,理县桃坪羌寨啧啧酒店,中国,四川,阿坝,桃坪羌寨,二星及其他,低星,10,NULL,NULL,NULL,34.06,15,28,4,9,15,28,4,9,3,20.00%,34147,7.90%,0
aba_5401,理县有间客栈,中国,四川,阿坝,毕棚沟,二星及其他,低星,15,NULL,NULL,NULL,34.06,2,2,NULL,NULL,2,2,NULL,NULL,2,100.00%,34147,7.90%,0
aba_5402,阿坝桃坪羌寨中心驿站,中国,四川,阿坝,桃坪羌寨,二星及其他,客栈,18,NULL,3.150680065,9,34.06,19,24,12,15,19,24,12,15,1,5.26%,34147,7.90%,1
aba_5403,阿坝枫尚酒店,中国,四川,阿坝,毕棚沟,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5404,理县孟屯红星客栈,中国,四川,阿坝,NULL,二星及其他,客栈,30,NULL,4.333330154,4,34.06,10,16,3,6,9,13,2,3,1,11.11%,34147,7.90%,0
aba_5405,阿坝家鑫饭店,中国,四川,阿坝,桃坪羌寨,二星及其他,低星,9,NULL,NULL,NULL,34.06,6,6,NULL,NULL,6,6,NULL,NULL,4,66.67%,34147,7.90%,0
aba_5407,理县尼玛部落客栈,中国,四川,阿坝,NULL,二星及其他,低星,25,NULL,5,1,34.06,8,8,4,4,8,8,4,4,4,50.00%,34147,7.90%,0
aba_5408,茂县幸福客栈,中国,四川,阿坝,坪头羌寨,二星及其他,低星,10,NULL,NULL,NULL,34.06,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5410,理县恩泉人家饭店,中国,四川,阿坝,桃坪羌寨,二星及其他,低星,20,NULL,4,1,34.06,33,42,9,10,33,42,9,10,6,18.18%,34147,7.90%,0
aba_5411,茂县羌翠园休闲农庄,中国,四川,阿坝,坪头羌寨,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5412,理县洛桑藏家农家乐,中国,四川,阿坝,NULL,二星及其他,低星,11,NULL,NULL,NULL,34.06,23,50,14,32,23,50,14,32,4,17.39%,34147,7.90%,0
aba_5413,阿坝天禄宾馆,中国,四川,阿坝,黄龙机场、川主寺,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5414,九寨沟桔子时尚精品酒店平安店,中国,四川,阿坝,漳扎镇,二星及其他,低星,46,NULL,4.355309963,76,34.06,39,51,25,34,39,51,25,34,4,10.26%,34147,7.90%,0
aba_5415,黑水长征驿站,中国,四川,阿坝,NULL,二星及其他,低星,NULL,NULL,4.733329773,5,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5416,阿坝大众旅店,中国,四川,阿坝,NULL,二星及其他,低星,5,NULL,5,2,34.06,9,14,3,3,9,14,3,3,3,33.33%,34147,7.90%,0
aba_5417,汶川县映秀旭日数码客栈,中国,四川,阿坝,NULL,二星及其他,低星,4,NULL,4.644070148,10,34.06,13,25,8,12,11,20,6,7,3,27.27%,34147,7.90%,0
aba_5419,汶川诚信客栈,中国,四川,阿坝,NULL,二星及其他,低星,4,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5420,汶川映满堂客栈,中国,四川,阿坝,NULL,二星及其他,低星,4,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5421,汶川思晨商务客栈,中国,四川,阿坝,NULL,二星及其他,低星,4,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5422,阿坝汶川映秀舒适客栈,中国,四川,阿坝,NULL,二星及其他,低星,4,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5424,阿坝汶川兴容客栈,中国,四川,阿坝,NULL,二星及其他,低星,4,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5425,理县格桑花旅店,中国,四川,阿坝,毕棚沟,二星及其他,低星,15,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5426,九顶山杨三温泉度假山庄,中国,四川,阿坝,NULL,二星及其他,低星,30,NULL,3.666670084,6,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5427,7天酒店阿坝茂县古羌城博物馆店,中国,四川,阿坝,坪头羌寨,经济型,低星,40,NULL,4.435319901,230,34.06,175,231,108,151,165,216,100,138,6,3.64%,34147,7.90%,1
aba_5428,汶川常客客栈,中国,四川,阿坝,NULL,二星及其他,低星,4,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
aba_5429,阿坝广营宾馆,中国,四川,阿坝,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,34.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34147,7.90%,0
