编号,酒店名称,评论信息,备注,评论人,评论日期,评分,情感倾向
200,亚朵酒店,这家酒店简直差到极点，1000多的房间非常小而且里面的配套设施连快捷酒店的条件都比不上，房间也没有窗户根本不透气，味道难闻至极，早餐东西少而且一点也不好吃，服务也不好，后悔定了这家！打着高端酒店的旗帜确连快捷酒店都比不了。我觉得他们酒店的浴巾卫生也不好，卫生工作人员直接用个布把一些用过的浴巾全部包在一起丢在地上看到都恶心，非常差非常差非常差！！！根本不值1000的价位，你们千万不要上当，从来不评论的第一次评论实在是让我感觉差！,,勇xx秀芳,2022-07-11,1,负向
201,亚朵酒店,这算是全上海，卫生最差的一家亚朵酒店了！首先前台办理入住时，是个中年女的，年纪比较大，态度冷漠，好像赶时间似的，我说我是亚朵金卡会员，但是绑定的护照，她说护照不行，只看身份证，真荒唐，别的亚朵酒店都行，就这家不行，更何况，我的亚朵一直都是绑定护照，赶时间似的办理完，甩了一袋东西到我面前，我说这是什么？？她答：“洗漱的”。我也没拿，这种态度我也不想拿。晚上叫了外卖，外卖小哥说跟酒店前台说了，马上帮我送，结果等了29多分钟，下楼一看，外卖原封不动的放在凳子上，一动没动......不知是外卖员骗了我？还是前台不想送？这家酒店最最最恶心的是，房间里的味道！我的天！好想上一个住客呕吐过一样！?地板是黏黏糊糊的....走在地板上，鞋底跟地板之间，会发出“黏的声音”.... 开窗户通风都不管用，晚上躺在床上，被子也一股像是上一个住客呕吐过的味道，一整晚睡不好！行李箱带了香水，喷了满屋，还是盖不过那个味道！这家酒店一千多一晚的房价，比上海希尔顿、喜来登的有些房型都贵！但是这种卫生状况，没法谈了，下次到上海，不可能再住这种亚朵系列连锁酒店，跟买彩票一样的机率，偶尔住着干净的房，大多数还是不干净的房。,,东xx娜,2022-07-08,1,负向
202,亚朵酒店,太差了，晚上空调坏了不能用，也不隔音，半夜有人高声说话走动，无论服务还是环境都不止这个价，这些年到上海入住的最差酒店，再也不会住这个酒店了,,梅xx燕,2022-08-23,1,负向
203,亚朵酒店,房间不值，,,坤xx艳,2022-11-05,1,负向
204,亚朵酒店,入住的豪华大床房带窗户，这个窗离外面的墙估计就1米的距离，外面什么都看不到，就是看墙。窗外的噪音一直吵，吵的头疼要买药吃，加了钱送早餐，两天都没吃到。下次慎重选择，不要让五星骗了。,,涛xx楠,2022-10-10,1,负向
205,亚朵酒店,说实话本次入住的房间非常差、阴暗潮湿 房间外面不知道是酒店后厨还是仓库 噪音非常大、再说说房间配套 浴袍没有 都是需要打电话要才给送过来，总之不推荐！,,春梅xx海燕,2022-09-07,1,负向
206,亚朵酒店,住过最差的酒店，连洗手液都是稀释过的。酒店冷气没开，关门27度闷热的不能睡。无奈开了阳台门睡了一晚，每隔半小时被外滩钟声吵醒，把孩子都冻感冒了，颠覆了对亚朵的好印象，不推荐。,,建国xx金凤,2022-11-23,1,负向
207,亚朵酒店,房间太一般，同价位有太多比这个酒店设施等等好太多的酒店。因为这个酒店，以后不会再选择任何亚朵酒店。此次住宿体检差到极点，性价比太差，还不如一下经济性的连锁酒店。,,瑞xx秀云,2022-02-02,1,负向
208,亚朵酒店,首先总共住了3天第一天去了上海下雨??，入住选择的是高级大床房加一元升级，前台没给升级空调还是坏的，叫人修告知修不好，也没给换房间也没有任何补偿措施，整整冻了三晚上。,,丽华xx秀珍,2022-05-28,1,负向
209,亚朵酒店,房间很小、服务一般、可能是地段韵原因价格和整体的感受不匹配．如果在来不会选择！唯一觉??早餐还可以！,,艳xx平,2022-01-12,4,正向
210,亚朵酒店,"1、服务：本来开始订个标间，去了以后发现房间太小了，然后去前台升级成亲子房间。。升级的过程中又说让我老公升级成会员，结果升级了会员，房间费结果{比我在携程上订的还贵，后来我说他们价格混乱，一位貌似是主管的让他们前台人员最终按携程价补的差价。。。_x000D_
2、卫生：进了亲子房间以后，房间有很大一股味道不说，地板上还有一大缕拖地遗留下来的头发加灰尘，很恶心，我也没说什么，自己用纸巾包着捡起来了。最恶心的莫过是马桶圈上面的尿渍了，本人住酒店，有一个习惯，去了先烧水烫马桶，所以，一下就发现尿渍，真的是太恶心了，反正我以后是坚决不会再入住亚朵了。。。_x000D_
3、生活配件：作为花了1000+的房间，竟然连剃须刀都没有标配，还是打电话才送来的。。。_x000D_
      综上所述：以后我反正是不会入住亚朵酒店了",,飞xx平,2022-01-21,1,负向
211,亚朵酒店,酒店服务处理态度真的是没见过这么差的，苹果耳机遗留到酒店，退房后15分钟打电话问前台找，说找到了，然后我们叫了顺丰同城闪送，送到手机不是我们的东西。我们一开始以为是酒店服务生拿错了就要求把我们还给我们，一开始说调查，说当天6点回给一个回复，当天也没有一个明确的结果。说第二天中午给答复，然后第二天一个男的经理说他现在负责这个事下午两点前给说法，得到的结果就是他们酒店没有错说是顺丰的问题，一开始我们没有怀疑调包后来怀疑是调包我们说不要了你赔偿我们就好了，我们提供了购买记录和耳机的编码，他送来的耳机根本不是我们的。到目前把责任全部推给了顺丰闪送的人！顺丰也说他没用调包之类的。最后我说既然你们都说是对方的责任就一人一半承担，结果还是不同意还说那不行就报警吧。早上离店的时候还发现了一只蟑螂！本来这些都是很小的问题弄的这么复杂！（前三张是酒店寄给我们的，最后一张是我们耳机的编码）,,娟xx桂香,2022-03-23,1,负向
212,亚朵酒店,非常差的体验 酒店设施老旧在一个老小区里面 好像是收购了一家之前的酒店。早餐只吃了一天 非常差,,秀华xx杨,2022-04-17,1,负向
213,亚朵酒店,"酒店位置很好，离外滩和主干道很近，去哪都方便，前台服务也很好。但是，本来定的是行政双床，前台提前给升级了几木双床。升级是好的，服务态度也是很好的，但是，几木双床房里面是一大一小两张床，虽然小床也还算大，但是床垫很硬，给带小孩的家庭睡没问题，出差两个人怎么分？？？谁好意思占那张柔软舒适的大床？_x000D_
还有必须要吐槽的事，实在是隔音太差了，隔壁撞门声，门锁警报声，走廊频繁的过人。最主要的是，隔壁洗手水龙头的水管声音，就像突然有人在你耳边打开一个全是噪音的收音机，音量还很大。主要这噪音还是无规律的，完全取决于你隔壁的人什么时候洗手。我就惨了，隔壁整个晚上都在频繁的开关水龙头一直到晚上11.30，早上六七点又突然噪音。。。_x000D_
房间规划和卫生也很一般，毛巾没有悬挂的地方，洗手台地方也很小，两个人入住简直是灾难，洗个澡连放衣服的地方都没。_x000D_
给小朋友玩的帐篷看着也挺脏的。",,慧xx志强,2022-09-18,1,负向
214,亚朵酒店,这个酒店第一天给我的影响真的太差了后面两天还可以，第一天凌晨到的店订的几木庭院房但等我打开房门的却是双床的那种亲子屋，前台也没有告知我这也就算了，开门一股浓浓的烟味 上海明确禁烟却有那么大的味道 躺床上一晚上熏的没睡好 要知道烟味落在床上是散不掉的 直到早上我把前台叫上来却说闻不到什么味 难道我是没事找事吗哎 要的就是一个理却在推责任 这个价位的有那么大的意味却还不处理真的是让人不会再选了,,艳xx晨,2022-05-06,1,负向
215,亚朵酒店,床品不干净，有味道 睡了后过敏了 卫生不好，失望,,桂珍xx柳,2022-06-02,1,负向
216,亚朵酒店,性价比极低，700，800一晚上，住的房间这么小。外面开窗出去，是工厂棚子，很脏。晚上的被子，一睡上去，整个脸痒得要命，不知道这个被子到底清洁了没有。唯一好的，就是离外滩近，其他性价比真的太低了。,,佳xx杰,2022-01-19,1,负向
217,亚朵酒店,"先说说这家亚朵好的地方吧，离外滩600米直线距离，这是好的地方。_x000D_
不好的地方，那就多了。_x000D_
_x000D_
环境:打开窗户，就可以看见都是垃圾的屋顶，大家自行现象。_x000D_
设施:洗浴间特别小，然后客厅空间很大，但是这个客厅根本就不会去用。很不合理，我宁愿洗浴间大一些。然后洗手台漏水，一洗脸，漏水，鞋子都湿了。_x000D_
服务:来大姨妈call前台，call多次，才有人接电话，前台的人都在打瞌睡嘛？？？需要姨妈巾，最后前台没货还是一个客服小姐姐拿自己的给我用，给这个小姐姐好评。_x000D_
_x000D_
总体评价:是我住过的最差的一家亚朵了。",,明xx磊,2022-07-14,1,负向
218,亚朵酒店,有一说一，早餐还是不错的。但是，重点内容来了，定的几木大床房，面积写着30平，checkin之后发现房间绝对没那么大。顶多20出头，要么房间面积标识虚高，要么就没有给我们正确的房间。打电话询问前台，一直支支吾吾，我问我这个房间多大，上来说25，最后改口为30。再一个，卫生间进去之后有尿骚味，保洁人员还把四合一清洁剂落在了洗手台上....总之，整个入住非常不愉快不舒服。,,杨xx秀珍,2022-07-04,1,负向
219,亚朵酒店,酒店前台有些大概是新来的，不太会说话，酒店附近有施工队早上8点就开始施工，声音大到每敲一下整个房间都在抖，给前台打了两次电话反应后前台说是她们也没有办法，但是在安排客人入住之前就应该避免把客人安排到能清楚听到施工声音的房间，如果当初这样做了又怎么会有后来那么多事端呢？最后送了耳塞和眼罩，也帮忙升级了房间，结果晚上睡觉房间里有蟑螂，房顶上还有灰网…朋友还看到了小蜘蛛…反应后又给换房间，早上继续被施工吵醒，体验极差,,云xx想,2022-09-12,1,负向
220,亚朵酒店,早餐还算可以 但房间真的小 普通高级大床房和行政大床房 几木大床房是一样大的 并没有什么差别,,玲xx琳,2022-01-21,1,负向
221,亚朵酒店,这是我住过所有酒店中遇到最奇葩的酒店，这么大的酒店，竟然没有房卡，真的很无语，来回进出房间，上下楼很不方便，而且办入住的时候，没有经过我的允许，就往我手机上发送验证码，还说什么要注册会员，什么乱七八糟的，已经明确告知，不需要了，到了房间之后还给我打电话，还要一次，不够烦吗，服务真的是差.为了达到目的不择手段，不要别人感到反感把，房间给的很小，就是普通经济型酒店，性价比低，不值这个价位，外滩就位置房价也不便宜了，房间很小，窗户是假窗户，房间不通风，而且隔音又差，根本就不值这个价钱，半夜三更懒得折腾，退房问我要房卡还要好评，这家酒店高手，拜拜了,,丽娟xx璐,2022-12-10,1,负向
222,亚朵酒店,"几天都太吵了，we_x000D_
?卫生：差",,玉华xx玉兰,2022-11-04,1,负向
223,亚朵酒店,酒店卫生有点糟糕，房间里有蚊子，位置还可以,,冬梅xx冬梅,2022-07-22,1,负向
